Layer,Expert_ID,Total_Activations,Shapley_Value
1,117,1255,85.92968981005652
1,87,1237,84.00537634408653
1,104,1199,81.91337148803382
1,65,1199,81.24399585397981
1,85,1202,81.15344209615643
1,54,1132,77.92454579162022
1,93,1168,75.96113737486067
1,27,1024,67.72044696127028
1,73,964,66.3373766265871
1,1,1276,66.04560622914298
1,37,962,65.76309901174737
1,121,946,65.09816123606183
1,109,955,64.7556970207138
1,124,970,63.76132210392482
1,44,907,61.25874814608852
1,56,872,59.133072994384314
1,17,845,58.26320403429301
1,97,851,57.14050965719476
1,70,837,56.84482160584657
1,57,844,56.28780837155429
1,15,877,54.97427697441595
1,8,777,52.96263321253
1,33,736,49.75049437646771
1,105,720,48.32766694176348
1,34,730,48.29839668597306
1,71,720,47.74274939634817
1,7,738,46.22199269029101
1,88,667,44.814360129140766
1,90,648,43.10958254269458
1,18,631,42.65716387383846
1,36,641,41.874178380018165
1,38,597,40.34465102318272
1,113,582,39.74010161440644
1,31,574,39.324171919416536
1,20,587,39.167748115189845
1,22,578,38.46707069157306
1,103,550,37.62168305181741
1,32,531,35.30432364462922
1,60,518,33.94774387000038
1,47,496,33.270995550611765
1,99,516,32.82493368700264
1,102,474,32.58035582246167
1,66,505,32.19626745766903
1,98,465,31.323384006921213
1,72,486,30.987956704030154
1,96,448,30.405894153426708
1,75,491,29.79390681003578
1,78,439,29.580631596082416
1,46,485,29.518909899888808
1,25,429,28.477680118164113
1,83,464,28.069382647386064
1,42,443,26.44984326018812
1,52,383,25.198854105973084
1,16,445,24.2352614015573
1,107,351,23.252331650551938
1,123,350,23.13784863840491
1,76,356,22.793845012977368
1,28,383,22.498957174638544
1,116,361,22.253261199312394
1,91,365,21.90802280311461
1,95,355,21.495237764182434
1,126,326,21.49242622521756
1,94,324,21.23748609566182
1,6,347,21.157767890248408
1,30,298,20.028486067140154
1,3,294,19.579046162402662
1,77,293,19.40919203155025
1,48,304,18.694382647386
1,9,288,18.644081659360094
1,39,312,17.392009640341122
1,4,250,16.988522193117795
1,53,286,16.62561576354677
1,62,281,16.492998756788566
1,86,292,15.906562847608521
1,58,238,15.5397531648922
1,14,239,15.407076238555664
1,2,239,15.174267704857265
1,41,209,12.592116240266968
1,29,191,12.520224491859658
1,45,174,10.820103144908494
1,23,202,10.817575083426055
1,19,166,10.66953477720343
1,26,174,10.648405635891717
1,92,177,10.110440171619253
1,101,146,8.249907304412314
1,69,131,8.194869299221365
1,115,123,7.4439706669962495
1,64,111,6.838616981831666
1,127,116,6.769974300947414
1,40,105,6.575593251761214
1,122,95,5.316091954022987
1,79,73,4.802766097877309
1,114,80,4.578499920546635
1,13,85,4.17130144605117
1,111,73,3.9048016314423424
1,49,60,3.608047006962469
1,67,57,2.7287263626251397
1,63,42,2.426939023157044
1,112,35,2.331732073577688
1,68,38,1.552651093807935
1,55,27,1.3035317018909902
1,74,1,0.0
1,0,17,0.0
2,26,6978,478.6651533104561
2,66,3584,237.00617173203437
2,79,3349,228.2087282971404
2,96,2817,193.39941204512894
2,30,2735,187.38907200811624
2,127,2489,170.2801963867896
2,91,2393,156.58933206207894
2,111,2099,141.12831553960405
2,39,1994,135.67203097236498
2,86,1971,132.3351703913434
2,31,1918,126.21030943472591
2,11,1833,124.30351906158303
2,80,1807,123.22452297424536
2,41,1827,119.8843622543572
2,57,1807,117.70891268075678
2,114,1574,106.47147624344493
2,81,1601,104.50973590358137
2,107,1520,103.34720651330667
2,115,1534,101.11361108302118
2,99,1483,100.5853882591151
2,16,1345,91.29255936547895
2,112,1325,89.40558266060272
2,72,1288,87.61921682527897
2,48,1314,87.51283477368042
2,29,1201,80.5543968607098
2,93,1172,80.1585094549504
2,3,1190,79.76811842217907
2,13,1195,79.39169558215637
2,56,1197,78.32440084942857
2,75,1179,77.59169545108624
2,24,1194,77.50178770061999
2,103,1092,73.84304319614424
2,45,1055,72.15672266758757
2,21,1123,69.94416873449109
2,95,993,67.31216503185345
2,23,1012,67.16344183595801
2,77,956,63.97030980048733
2,113,945,62.89370435749865
2,53,925,62.027925293336985
2,38,845,57.41805023414201
2,20,823,55.4646425753212
2,67,863,55.38683332357577
2,82,845,55.26201952787052
2,47,849,54.97179405688839
2,35,808,53.986411327901905
2,126,823,53.83136435119504
2,87,757,50.69043016831105
2,12,768,50.6581386725993
2,70,746,50.00505612296465
2,89,717,48.447928253615245
2,109,727,45.34643756220353
2,69,691,44.788521637798475
2,17,654,44.72871091336057
2,121,654,42.613485883786055
2,2,624,42.1103941247852
2,27,660,42.060622914349246
2,44,612,39.94581793390517
2,119,559,37.75154211750413
2,40,550,37.27081815043532
2,7,563,35.70961198717541
2,116,493,33.048416369065166
2,90,548,32.914658262266585
2,18,486,32.26438466983521
2,6,498,32.148434157611064
2,60,458,31.254381619165937
2,59,469,31.003015045957554
2,76,463,30.03999152497476
2,61,450,29.024018456721485
2,34,443,29.02240915832403
2,1,447,28.311599176389894
2,68,412,27.523459114115322
2,122,433,27.30464404894334
2,49,433,27.11693548387095
2,46,405,26.624564928773882
2,117,411,25.71038527656996
2,100,357,23.792461709591812
2,94,367,23.626946607341477
2,65,341,22.221835990606895
2,92,304,19.972076648739165
2,8,363,19.6051167964405
2,88,313,19.512421208750478
2,14,298,18.676505641188708
2,97,279,18.304873282626332
2,10,269,16.54036892843898
2,28,239,15.980399677802918
2,62,248,15.503337041156838
2,54,251,15.167315535780478
2,37,225,14.126055978113843
2,108,207,14.006965411303561
2,123,213,13.490684093437164
2,9,228,13.324990730441264
2,15,212,12.50758418444738
2,42,196,12.45970098602968
2,84,205,12.360956618464968
2,74,209,12.266716104313444
2,25,170,11.227121043583777
2,71,176,11.053948832035587
2,33,174,10.437842813854479
2,5,135,8.055246570263266
2,4,127,7.618418613274
2,36,115,7.238316325708115
2,120,121,7.23025583982203
2,50,114,7.016342945152732
2,124,65,4.194475342973676
2,52,73,3.7541713014460507
2,104,55,3.450184300639054
2,102,64,3.100667408231368
2,73,55,2.999364373112982
2,51,62,2.947719688542826
2,32,33,1.7457669014954886
2,110,35,1.5989988876529482
2,125,24,1.548129357823056
2,85,25,1.3730533926585098
2,78,24,1.3487208008898781
2,64,28,1.089173155357805
2,98,20,0.9859439781575488
2,0,14,0.3823692992213571
2,22,4,0.10428253615127922
2,19,0,0.0
2,58,1,0.0
2,55,0,0.0
2,43,0,0.0
2,106,1,0.0
2,63,0,0.0
2,105,0,0.0
2,101,0,0.0
2,83,0,0.0
2,118,0,0.0
3,43,7537,515.6878699240448
3,57,3037,200.9802558398184
3,111,2541,174.5757245705092
3,79,2612,174.30439686071097
3,66,2347,154.56778575521554
3,48,2280,150.19845282637107
3,102,2233,146.31129495735973
3,17,2122,140.95402938130644
3,8,2010,130.33772092448532
3,23,1800,120.05921984022766
3,101,1808,119.7031987493619
3,51,1780,117.49662323216366
3,56,1761,116.81279853431843
3,107,1677,112.0526074723541
3,114,1774,111.10384086893845
3,63,1553,103.0033370411564
3,126,1532,101.74859038778816
3,49,1475,93.73663044408256
3,115,1350,89.44728560188882
3,86,1292,88.44124644666962
3,20,1303,85.15827771598144
3,72,1311,84.18007187473214
3,94,1266,83.77115445733388
3,45,1334,81.715795328142
3,80,1200,81.13876529477207
3,58,1160,78.55032845719542
3,117,1173,78.17614810106461
3,5,1140,77.03582684464182
3,47,1153,76.01992409867148
3,85,1109,75.96596527005319
3,46,1143,74.39123180345341
3,110,1134,74.1488721530301
3,36,1113,72.85464241313868
3,18,1055,70.14738598442686
3,84,999,66.89435020393022
3,97,1072,66.81531066264148
3,108,977,65.46138009093941
3,87,980,64.74424708008881
3,81,951,62.80749978608674
3,28,966,62.065489432703494
3,37,888,58.70610201811508
3,82,874,57.67903034022497
3,116,817,55.589965281288826
3,34,833,55.46382554690384
3,103,829,54.43548387096743
3,67,777,53.08634489449459
3,19,773,51.696618928438944
3,75,792,51.4866054875791
3,91,753,51.14161934312947
3,104,775,50.742491657397025
3,109,771,50.727660363366894
3,16,726,46.908180806957176
3,92,706,46.510011123470555
3,50,670,44.24559033847119
3,31,657,41.698116955347494
3,65,620,40.49203976640701
3,122,593,38.94173602853767
3,0,568,38.69992507106653
3,41,568,37.260952340207055
3,71,581,37.255604517840354
3,99,507,34.54648683722653
3,4,476,32.05868155392777
3,29,492,31.59595317548593
3,77,524,31.406423804227053
3,21,480,31.090679458657764
3,60,467,31.032908682603267
3,10,540,30.786522061549757
3,118,464,30.455295155536795
3,69,453,30.17675889877636
3,1,553,30.13070077864289
3,121,462,28.958458115855258
3,106,471,27.817366518353825
3,6,446,27.210789766407178
3,120,417,26.71805478309224
3,93,417,26.436781609195343
3,88,405,25.979158128915184
3,112,416,24.76517117785187
3,89,388,24.181961438635618
3,30,350,23.379151438105804
3,33,327,21.499056190379942
3,12,360,21.468298109010014
3,7,383,20.647942157953274
3,119,333,20.28543619895129
3,90,305,20.216428215258375
3,76,337,19.891893770856576
3,95,306,19.154737147555227
3,68,303,18.666573971078996
3,64,304,18.444104560622907
3,2,272,18.190982404692015
3,11,280,16.47664071190214
3,26,324,16.40711902113453
3,70,311,15.41643492769739
3,32,222,14.187059695958464
3,105,280,14.008620689655114
3,42,266,13.76529477196885
3,24,227,12.957105116796441
3,40,208,12.51390433815353
3,9,186,11.930343479286753
3,74,164,10.595540183537253
3,100,168,10.460969704900869
3,113,162,10.373845335396824
3,123,164,10.20230812013347
3,124,158,9.898564542613485
3,44,160,9.5619063917173
3,13,160,9.515781423804226
3,39,173,9.35761957730816
3,55,121,7.641592510196509
3,59,125,7.361574589049566
3,73,86,5.2488876529477215
3,38,84,5.116796440489433
3,62,81,4.667884951533446
3,98,91,4.650228649116304
3,25,91,4.055431961438643
3,127,73,3.7541713014460516
3,3,40,2.3005359490342823
3,61,31,1.821468298109011
3,14,8,0.24332591768631814
3,15,0,0.0
3,22,0,0.0
3,52,0,0.0
3,53,1,0.0
3,78,3,0.0
3,35,2,0.0
3,125,0,0.0
3,27,1,0.0
3,96,0,0.0
3,83,0,0.0
3,54,0,0.0
4,84,6162,412.19410456060393
4,36,6035,409.6760053543448
4,81,4089,267.2497219132426
4,32,3647,246.3269373377757
4,101,2595,174.46178624397876
4,49,2639,174.2035309888519
4,123,2336,158.0405877331383
4,95,2285,154.9687561342682
4,2,2236,152.404632598313
4,119,2191,144.0586763070093
4,75,2090,140.93784760845523
4,94,1943,131.02675812631452
4,38,1971,127.16386262514008
4,43,1871,125.48055344144623
4,66,1877,124.16110493140641
4,3,1730,113.56533714709416
4,57,1769,111.58810715609833
4,35,1575,107.56618464961132
4,52,1597,107.41225369458208
4,92,1439,97.44096976438355
4,107,1362,90.65628476084468
4,122,1353,90.1585977364629
4,117,1361,90.1433691756273
4,110,1315,87.79870354033207
4,89,1287,86.14539659450735
4,99,1241,83.38547460140994
4,30,1216,80.96959584723783
4,31,1211,78.0666790260784
4,127,1160,77.96436275996892
4,118,1118,76.6896551724143
4,83,1167,76.50230053594917
4,65,1139,74.50214744778174
4,125,1104,71.31601250066186
4,16,1087,69.09992584352958
4,64,995,67.72124320110652
4,26,989,66.76297164007235
4,115,930,60.543912427950275
4,4,883,59.72322188052091
4,78,882,57.43445876682145
4,103,873,57.18059748927335
4,121,841,57.07563959955523
4,34,840,54.964138394512304
4,100,793,51.4664987240725
4,86,760,51.076631987611584
4,58,777,50.89277437893952
4,7,756,50.714874765064565
4,114,720,46.63515016685189
4,104,698,45.80930566126105
4,96,688,43.49740452354464
4,63,628,41.7705496528709
4,112,593,39.59443241028045
4,10,568,38.36260374775389
4,55,473,31.565330525981274
4,1,473,30.977320479545096
4,27,467,30.88987764182418
4,87,466,30.885456775334337
4,71,447,30.04226918798668
4,126,445,28.854892970509272
4,91,441,27.846111063574927
4,9,411,27.706547097561657
4,108,412,27.359288097886502
4,111,404,26.729802661393418
4,61,408,26.20789481189924
4,46,400,25.60537349191408
4,39,419,25.354560622914388
4,106,370,25.328698553948907
4,72,380,24.7868001483129
4,105,428,24.561020181153754
4,109,359,23.240108056570854
4,44,362,23.14254400314079
4,23,300,20.112216187921266
4,11,313,20.08069438018644
4,85,313,20.055720347711507
4,21,304,19.57240070666757
4,79,277,18.673526140155708
4,88,258,17.206008625568394
4,0,285,16.605752423327477
4,48,256,16.572426152515163
4,33,243,16.427373371988168
4,29,241,16.008641037467076
4,5,243,15.359948553948863
4,60,225,14.641591432340844
4,56,241,14.637475983415934
4,102,213,14.28193635630005
4,124,203,13.562909405512322
4,53,203,13.102521319985188
4,76,221,13.054628599678686
4,59,201,12.844518600914611
4,22,211,12.622049190458567
4,74,184,11.326242120875023
4,8,178,11.014222151597016
4,19,158,10.41057860900059
4,50,162,10.08726627469675
4,47,144,8.734903861433343
4,20,109,6.68489679891238
4,54,98,6.376911164910907
4,116,121,6.159621802002237
4,62,95,5.957054679491374
4,25,111,5.457452725250284
4,28,99,5.31227507688281
4,14,65,4.048301531616326
4,82,64,3.9627363737486094
4,40,73,3.893214682981089
4,98,59,3.7643098813496474
4,12,64,3.6300254250754795
4,120,66,3.5172825773493197
4,90,60,3.514005460612803
4,6,54,3.452910641453466
4,13,53,2.989432703003338
4,67,38,2.3362184835001854
4,37,42,2.285525583982204
4,93,38,2.243233222098629
4,15,32,1.9552975528364858
4,73,31,1.941259519123813
4,77,41,1.7843900630329996
4,70,27,1.5398535686417751
4,24,31,1.487764182424917
4,69,6,0.18539117538005195
4,97,4,0.13904338153503898
4,51,2,0.05561735261401558
4,18,2,0.03476084538375974
4,41,0,0.0
4,42,0,0.0
4,17,0,0.0
4,68,0,0.0
4,80,0,0.0
4,45,0,0.0
4,113,1,0.0
5,44,6682,454.1706286554725
5,14,6217,421.5164483170405
5,50,5605,381.9097778018738
5,92,4419,300.17559833505766
5,12,2904,198.78843027426348
5,43,2742,187.22510963650592
5,127,2593,172.11431505091662
5,121,2422,161.68849226413047
5,123,2044,137.69402871877605
5,25,1899,130.55063110246022
5,40,1838,124.93607200848733
5,100,1828,124.64189770604764
5,4,1755,117.04336235664142
5,17,1688,116.03797815474057
5,67,1605,107.84572257808671
5,110,1604,106.12396965289207
5,57,1609,105.73380144605031
5,72,1504,101.2780717313523
5,24,1445,97.06045933390044
5,74,1421,95.97589275440137
5,62,1258,85.78011061673502
5,109,1248,84.60789766407147
5,93,1243,84.36753011620415
5,31,1244,84.27814799318321
5,70,1228,83.91549920331819
5,124,1145,76.02196885428218
5,27,1056,72.46718962427387
5,81,1068,71.05748811811084
5,114,1031,68.57496891971519
5,8,992,65.4009505511172
5,1,961,64.96358246751711
5,33,994,64.8965671734027
5,51,911,61.17412204036195
5,112,949,59.97160587787579
5,73,878,58.46101402992614
5,98,834,55.37202894659477
5,77,820,55.073924731183254
5,42,812,53.899909364313736
5,20,805,52.76216869318423
5,10,742,50.25450218949295
5,23,765,49.678854641357944
5,68,724,48.69699854829267
5,54,728,47.5212357164527
5,58,690,46.30650217413261
5,37,669,45.90694130888374
5,66,709,45.84040747028841
5,46,672,43.76776665430737
5,32,662,43.57310592015794
5,84,651,43.1831085465331
5,59,609,41.18677388456297
5,90,606,41.08074286745037
5,13,640,39.096470826170496
5,91,612,38.44309769475666
5,103,596,38.14869085308461
5,97,592,37.91713014460505
5,21,542,36.08049347760132
5,28,533,35.55754797795768
5,61,569,35.019971685711425
5,71,470,31.980857774460883
5,0,459,30.48968550915155
5,41,462,30.348149178099106
5,9,419,28.12414737549065
5,26,398,26.61961566491508
5,111,467,25.34760845383755
5,105,428,25.206578738280754
5,122,367,24.927486236465136
5,45,342,22.54356692621428
5,113,334,22.482542330985133
5,108,346,21.611314158589042
5,38,314,21.21446997846311
5,64,311,20.898027128908648
5,76,330,20.874973929365996
5,48,350,20.49344951180321
5,96,299,20.060603735951815
5,18,306,20.004866518353687
5,80,346,19.57035595105668
5,88,287,19.39549836518695
5,30,324,18.19481964087083
5,16,266,17.750578721101533
5,86,258,17.652715980719318
5,125,255,16.84428083935072
5,107,256,16.01526949135405
5,7,237,15.991468061439452
5,36,243,15.975728016884837
5,106,259,15.555478309232466
5,115,252,14.985084437253533
5,79,229,14.101779755283633
5,52,207,13.881563806528337
5,47,227,13.525831170436318
5,87,215,12.729421579532788
5,35,172,10.59592357521429
5,29,169,10.434573768834058
5,34,192,10.372636262513948
5,104,164,10.322315800625036
5,2,165,9.771659868990248
5,102,200,9.562392557387009
5,126,169,8.968298109010043
5,82,157,7.508342602892112
5,117,124,7.299777530589551
5,101,114,6.674082313681877
5,78,157,5.144605116796447
5,56,98,5.1167964404894395
5,85,42,2.057842046718577
5,120,38,2.045924042587002
5,75,27,1.371473354231975
5,69,18,1.113963835786533
5,63,24,0.9964775676677791
5,94,20,0.9848906192065261
5,39,38,0.8690211345939934
5,49,12,0.6565937461376838
5,65,14,0.6256952169076753
5,53,10,0.39974972191323704
5,83,10,0.3823692992213571
5,95,10,0.3244345569150909
5,15,4,0.1738042269187987
5,11,4,0.1291117114253933
5,60,5,0.03476084538375974
5,89,0,0.0
5,19,0,0.0
5,6,2,0.0
5,5,1,0.0
5,3,0,0.0
5,116,0,0.0
5,99,0,0.0
5,55,1,0.0
5,22,2,0.0
5,119,1,0.0
5,118,1,0.0
6,40,11176,756.9618697778784
6,111,6314,413.4292732665839
6,27,6205,411.9256735879377
6,108,5193,348.8573613538879
6,70,4369,290.9961685823825
6,72,4057,274.1865962180173
6,119,4028,271.98886810260035
6,60,2831,185.11453698554257
6,104,2470,165.36429365962238
6,8,2397,158.01745529220926
6,35,2183,145.90140665554568
6,88,1905,127.85460275727097
6,80,1916,127.41313447690604
6,45,1814,122.0666331766487
6,126,1751,116.0273567853181
6,81,1692,113.3964362918964
6,78,1591,106.75383549856204
6,113,1514,100.31324112745804
6,59,1501,99.80892068628334
6,112,1493,99.43395887904191
6,120,1490,98.74310030012388
6,18,1372,91.06947971540697
6,93,1154,76.18790270111435
6,98,1117,73.89162561576404
6,76,1095,73.76567398119118
6,24,1045,69.38133565596983
6,43,949,62.34818732832428
6,5,921,59.51273984983278
6,32,872,57.516737674984704
6,91,884,57.04486466444174
6,47,841,54.65563589173152
6,109,746,49.56765378722683
6,17,742,49.19693052340411
6,118,751,47.87437430478339
6,19,745,47.84555939347785
6,96,694,44.60764485792288
6,44,637,42.958798306362034
6,41,625,41.69251447477274
6,21,615,40.679371209100175
6,20,618,39.85835516164919
6,71,629,38.99008157211727
6,94,531,35.44026190716943
6,13,535,35.31491219199791
6,87,531,34.785991527228866
6,50,516,33.44649190924925
6,39,506,33.088068375292195
6,107,526,32.360691773928636
6,54,459,30.49022723661206
6,55,428,28.445722004040675
6,69,404,26.24231004971505
6,25,435,26.012699295513578
6,83,372,24.903342423481234
6,115,367,24.143890036548484
6,65,360,23.86476872450866
6,105,350,22.847608453837537
6,53,342,22.610481553578023
6,121,324,20.673222772777773
6,67,305,20.391246684350087
6,122,313,20.35062599105394
6,12,310,19.95893254409661
6,99,300,19.49586842523432
6,73,311,19.38191557871319
6,37,324,19.083704115684114
6,103,266,16.691251148619244
6,9,280,16.44574218267215
6,110,233,14.098267080381666
6,79,234,13.70209323490749
6,77,217,13.451248513674203
6,30,183,12.340100111234696
6,116,194,11.615088193230596
6,68,162,10.743207941483805
6,90,176,10.671579532814231
6,123,182,10.436943826473865
6,74,161,10.175780106551146
6,2,153,8.844703992089986
6,16,138,8.524131751328646
6,101,126,7.897149095703044
6,4,119,7.490962180200223
6,63,121,7.3773209549071685
6,66,116,7.318567176742935
6,38,109,7.1093485515306964
6,84,98,6.3366124397478645
6,127,92,5.927367857289993
6,42,85,4.770926028921027
6,106,71,4.25557016213301
6,64,71,4.1278503893214715
6,82,71,4.038051538746755
6,51,56,3.3744759134080606
6,62,55,2.88901248300581
6,3,43,2.6024286243974792
6,34,44,2.4653461110635755
6,1,40,2.3156070847950714
6,14,32,2.0014928868333244
6,86,32,1.8712921764923995
6,100,36,1.552651093807935
6,7,26,1.4599555061179093
6,56,30,1.42519466073415
6,31,21,1.1818687430478312
6,61,19,0.9401981037131204
6,33,15,0.7908092324805338
6,49,15,0.6577821511080689
6,28,13,0.5735539488320358
6,10,13,0.4866518353726363
6,57,11,0.47552836484983324
6,46,10,0.3244345569150909
6,117,14,0.2836484983314794
6,114,7,0.2780867630700779
6,95,8,0.2574877435834055
6,15,4,0.18539117538005195
6,29,5,0.18539117538005193
6,125,5,0.16221727845754547
6,58,3,0.0984890619206526
6,85,5,0.09269558769002598
6,52,3,0.06952169076751948
6,11,2,0.06807332220986281
6,6,1,0.0
6,22,0,0.0
6,23,0,0.0
6,124,17,0.0
6,97,1,0.0
6,92,0,0.0
6,89,0,0.0
6,75,0,0.0
6,48,0,0.0
6,36,0,0.0
6,26,5,0.0
6,102,0,0.0
6,0,0,0.0
7,122,8435,570.2377641823745
7,97,7315,497.6657854237144
7,107,7279,496.60486537556517
7,71,6525,443.0285787627353
7,85,5178,352.97099773780155
7,30,4390,292.5191702364333
7,38,3002,203.6910565115904
7,77,2642,174.23383531559705
7,58,2537,170.0695216907664
7,0,2397,160.92240441939146
7,55,2113,141.03785627017186
7,118,2110,139.63756025213237
7,96,1881,124.7804578186295
7,101,1665,111.75042977045105
7,57,1680,111.18540802912264
7,62,1501,101.40634496519571
7,113,1446,95.69898822131138
7,82,1397,94.99203174467249
7,9,1390,93.785713197312
7,41,1420,93.75336395277955
7,24,1271,85.34809919518432
7,27,1251,84.17806644134427
7,10,1145,76.85673292386049
7,12,1124,76.15205325504817
7,28,1043,69.46900064398983
7,112,1023,69.14265470004705
7,117,1013,68.56175665269005
7,59,959,65.1669703926349
7,46,839,56.20026525198929
7,56,830,55.68534635553562
7,76,849,54.160419790104775
7,22,749,50.71550356498139
7,103,720,48.230672969966356
7,104,717,47.84127754242308
7,7,733,47.55732175535558
7,43,729,47.526623388464586
7,45,654,43.92808248481226
7,18,615,41.2022129851882
7,119,591,39.97116278361038
7,2,594,39.28902484241745
7,88,576,37.79935222142254
7,32,514,33.95867202874979
7,111,510,33.696518468401294
7,75,514,32.70921591366299
7,29,500,32.32411012235811
7,72,476,31.43332774620195
7,94,453,30.35916813889081
7,74,431,28.84290104698232
7,120,419,28.370197655514634
7,47,423,28.22446949602126
7,87,421,27.97738227660363
7,81,402,26.983016639335762
7,79,416,26.77233963663328
7,106,414,26.75040168088005
7,68,380,25.29720522803118
7,86,382,25.165588027100718
7,8,377,24.338290267875077
7,80,317,20.72395253985911
7,49,303,20.11652978194948
7,84,310,19.944546227834877
7,67,298,19.61714939676567
7,123,258,17.19782355227359
7,34,268,17.108957042216176
7,69,219,14.249165739710781
7,61,213,14.238042269187963
7,91,240,14.11012235817575
7,14,215,13.909790835132743
7,125,208,13.82369299221357
7,114,211,13.715636421420617
7,50,206,13.407953281423794
7,70,197,13.238088616981795
7,19,203,13.117391237177118
7,95,191,12.335134276179879
7,92,184,12.223549041418568
7,40,177,10.8801446051168
7,63,161,10.806451612903215
7,66,171,10.503123128262182
7,60,143,9.310940727792776
7,127,150,9.30045729823261
7,53,135,8.682362122788762
7,36,132,8.622543566926206
7,35,119,7.613293616839228
7,78,104,6.5617780439805
7,64,96,6.06678989727148
7,11,89,5.881310775413545
7,124,88,5.636818687430475
7,23,86,5.219092642618781
7,98,119,5.051909529106419
7,16,79,5.032692151170678
7,109,79,4.893400074156471
7,110,88,4.762235817575085
7,51,74,4.317296996662957
7,105,65,4.067018909899889
